,LOAD,date,comp,n,sqft,SD
1389,2025-10-06_1,10/6/2025,1,10,82.6,8.26
685,2025-05-07_5,5/7/2025,5,10,82.6,8.26
613,2025-04-17_4,4/17/2025,4,11,121.5,11.05
1015,2025-07-23_5,7/23/2025,5,11,82.6,7.51
1342,2025-09-28_1,9/28/2025,1,12,82.6,6.88
1239,2025-09-06_5,9/6/2025,5,12,82.6,6.88
1320,2025-09-23_5,9/23/2025,5,12,82.6,6.88
403,2025-02-22_1,2/22/2025,1,13,82.6,6.35
529,2025-03-26_1,3/26/2025,1,13,82.6,6.35
689,2025-05-09_1,5/9/2025,1,13,82.6,6.35
1464,2025-10-21_1,10/21/2025,1,13,82.6,6.35
470,2025-03-10_4,3/10/2025,4,13,121.5,9.35
637,2025-04-23_4,4/23/2025,4,13,121.5,9.35
712,2025-05-15_4,5/15/2025,4,13,121.5,9.35
679,2025-05-05_5,5/5/2025,5,13,82.6,6.35
1301,2025-09-19_5,9/19/2025,5,13,82.6,6.35
1385,2025-10-04_5,10/4/2025,5,13,82.6,6.35
995,2025-07-20_1,7/20/2025,1,14,82.6,5.9
1077,2025-08-04_1,8/4/2025,1,14,82.6,5.9
1210,2025-09-01_1,9/1/2025,1,14,82.6,5.9
1242,2025-09-08_1,9/8/2025,1,14,82.6,5.9
1365,2025-10-01_3,10/1/2025,3,14,96.2,6.87
35,2024-11-20_4,11/20/2024,4,14,121.5,8.68
128,2024-12-14_4,12/14/2024,4,14,121.5,8.68
152,2024-12-20_4,12/20/2024,4,14,121.5,8.68
247,2025-01-13_4,1/13/2025,4,14,121.5,8.68
847,2025-06-18_4,6/18/2025,4,14,121.5,8.68
1140,2025-08-17_4,8/17/2025,4,14,121.5,8.68
4,2024-11-12_5,11/12/2024,5,14,82.6,5.9
590,2025-04-11_5,4/11/2025,5,14,82.6,5.9
713,2025-05-15_5,5/15/2025,5,14,82.6,5.9
1034,2025-07-26_5,7/26/2025,5,14,82.6,5.9
1439,2025-10-15_5,10/15/2025,5,14,82.6,5.9
1567,2025-11-10_5,11/10/2025,5,14,82.6,5.9
187,2024-12-28_8,12/28/2024,8,14,116,8.29
64,2024-11-28_1,11/28/2024,1,15,82.6,5.51
80,2024-12-02_1,12/2/2024,1,15,82.6,5.51
594,2025-04-13_1,4/13/2025,1,15,82.6,5.51
896,2025-06-30_1,6/30/2025,1,15,82.6,5.51
1356,2025-09-30_1,9/30/2025,1,15,82.6,5.51
1423,2025-10-13_1,10/13/2025,1,15,82.6,5.51
1430,2025-10-14_1,10/14/2025,1,15,82.6,5.51
43,2024-11-22_4,11/22/2024,4,15,121.5,8.1
286,2025-01-23_4,1/23/2025,4,15,121.5,8.1
438,2025-03-02_4,3/2/2025,4,15,121.5,8.1
652,2025-04-27_4,4/27/2025,4,15,121.5,8.1
766,2025-05-29_4,5/29/2025,4,15,121.5,8.1
797,2025-06-06_4,6/6/2025,4,15,121.5,8.1
232,2025-01-09_5,1/9/2025,5,15,82.6,5.51
759,2025-05-27_5,5/27/2025,5,15,82.6,5.51
839,2025-06-16_5,6/16/2025,5,15,82.6,5.51
1064,2025-08-01_5,8/1/2025,5,15,82.6,5.51
1195,2025-08-28_5,8/28/2025,5,15,82.6,5.51
1491,2025-10-25_5,10/25/2025,5,15,82.6,5.51
1497,2025-10-27_5,10/27/2025,5,15,82.6,5.51
1,2024-11-12_1,11/12/2024,1,16,82.6,5.16
236,2025-01-11_1,1/11/2025,1,16,82.6,5.16
843,2025-06-18_1,6/18/2025,1,16,82.6,5.16
1109,2025-08-11_1,8/11/2025,1,16,82.6,5.16
1277,2025-09-15_1,9/15/2025,1,16,82.6,5.16
58,2024-11-26_4,11/26/2024,4,16,121.5,7.59
120,2024-12-12_4,12/12/2024,4,16,121.5,7.59
350,2025-02-08_4,2/8/2025,4,16,121.5,7.59
597,2025-04-13_4,4/13/2025,4,16,121.5,7.59
737,2025-05-21_4,5/21/2025,4,16,121.5,7.59
1080,2025-08-04_5,8/4/2025,5,16,82.6,5.16
1125,2025-08-13_5,8/13/2025,5,16,82.6,5.16
1184,2025-08-26_5,8/26/2025,5,16,82.6,5.16
1327,2025-09-24_5,9/24/2025,5,16,82.6,5.16
1333,2025-09-25_5,9/25/2025,5,16,82.6,5.16
1373,2025-10-02_5,10/2/2025,5,16,82.6,5.16
1444,2025-10-16_5,10/16/2025,5,16,82.6,5.16
1460,2025-10-20_5,10/20/2025,5,16,82.6,5.16
1473,2025-10-22_5,10/22/2025,5,16,82.6,5.16
8,2024-11-14_1,11/14/2024,1,17,82.6,4.86
55,2024-11-26_1,11/26/2024,1,17,82.6,4.86
499,2025-03-18_1,3/18/2025,1,17,82.6,4.86
642,2025-04-25_1,4/25/2025,1,17,82.6,4.86
1270,2025-09-14_1,9/14/2025,1,17,82.6,4.86
1310,2025-09-22_1,9/22/2025,1,17,82.6,4.86
1457,2025-10-20_1,10/20/2025,1,17,82.6,4.86
1494,2025-10-27_1,10/27/2025,1,17,82.6,4.86
1105,2025-08-09_3,8/9/2025,3,17,96.2,5.66
75,2024-11-30_4,11/30/2024,4,17,121.5,7.15
310,2025-01-29_4,1/29/2025,4,17,121.5,7.15
406,2025-02-22_4,2/22/2025,4,17,121.5,7.15
422,2025-02-26_4,2/26/2025,4,17,121.5,7.15
728,2025-05-19_4,5/19/2025,4,17,121.5,7.15
806,2025-06-08_4,6/8/2025,4,17,121.5,7.15
920,2025-07-04_4,7/4/2025,4,17,121.5,7.15
11,2024-11-14_5,11/14/2024,5,17,82.6,4.86
153,2024-12-20_5,12/20/2024,5,17,82.6,4.86
391,2025-02-18_5,2/18/2025,5,17,82.6,4.86
560,2025-04-03_5,4/3/2025,5,17,82.6,4.86
1022,2025-07-24_5,7/24/2025,5,17,82.6,4.86
1096,2025-08-07_5,8/7/2025,5,17,82.6,4.86
1152,2025-08-19_5,8/19/2025,5,17,82.6,4.86
1206,2025-08-31_5,8/31/2025,5,17,82.6,4.86
1251,2025-09-09_5,9/9/2025,5,17,82.6,4.86
1426,2025-10-13_5,10/13/2025,5,17,82.6,4.86
1550,2025-11-06_5,11/6/2025,5,17,82.6,4.86
23,2024-11-18_1,11/18/2024,1,18,82.6,4.59
32,2024-11-20_1,11/20/2024,1,18,82.6,4.59
94,2024-12-06_1,12/6/2024,1,18,82.6,4.59
228,2025-01-09_1,1/9/2025,1,18,82.6,4.59
252,2025-01-15_1,1/15/2025,1,18,82.6,4.59
339,2025-02-06_1,2/6/2025,1,18,82.6,4.59
387,2025-02-18_1,2/18/2025,1,18,82.6,4.59
467,2025-03-10_1,3/10/2025,1,18,82.6,4.59
618,2025-04-19_1,4/19/2025,1,18,82.6,4.59
670,2025-05-03_1,5/3/2025,1,18,82.6,4.59
725,2025-05-19_1,5/19/2025,1,18,82.6,4.59
750,2025-05-25_1,5/25/2025,1,18,82.6,4.59
1019,2025-07-24_1,7/24/2025,1,18,82.6,4.59
1038,2025-07-28_1,7/28/2025,1,18,82.6,4.59
1203,2025-08-31_1,8/31/2025,1,18,82.6,4.59
1349,2025-09-29_1,9/29/2025,1,18,82.6,4.59
67,2024-11-28_4,11/28/2024,4,18,121.5,6.75
199,2025-01-01_4,1/1/2025,4,18,121.5,6.75
207,2025-01-03_4,1/3/2025,4,18,121.5,6.75
231,2025-01-09_4,1/9/2025,4,18,121.5,6.75
326,2025-02-02_4,2/2/2025,4,18,121.5,6.75
390,2025-02-18_4,2/18/2025,4,18,121.5,6.75
398,2025-02-20_4,2/20/2025,4,18,121.5,6.75
546,2025-03-30_4,3/30/2025,4,18,121.5,6.75
581,2025-04-09_4,4/9/2025,4,18,121.5,6.75
822,2025-06-12_4,6/12/2025,4,18,121.5,6.75
864,2025-06-22_4,6/22/2025,4,18,121.5,6.75
1366,2025-10-01_4,10/1/2025,4,18,121.5,6.75
169,2024-12-24_5,12/24/2024,5,18,82.6,4.59
598,2025-04-13_5,4/13/2025,5,18,82.6,4.59
937,2025-07-07_5,7/7/2025,5,18,82.6,4.59
1338,2025-09-26_5,9/26/2025,5,18,82.6,4.59
1345,2025-09-28_5,9/28/2025,5,18,82.6,4.59
1405,2025-10-08_5,10/8/2025,5,18,82.6,4.59
1410,2025-10-09_5,10/9/2025,5,18,82.6,4.59
1454,2025-10-18_5,10/18/2025,5,18,82.6,4.59
1509,2025-10-29_5,10/29/2025,5,18,82.6,4.59
1519,2025-10-31_5,10/31/2025,5,18,82.6,4.59
970,2025-07-14_7,7/14/2025,7,18,114.6,6.37
1335,2025-09-25_7,9/25/2025,7,18,114.6,6.37
40,2024-11-22_1,11/22/2024,1,19,82.6,4.35
102,2024-12-08_1,12/8/2024,1,19,82.6,4.35
117,2024-12-12_1,12/12/2024,1,19,82.6,4.35
125,2024-12-14_1,12/14/2024,1,19,82.6,4.35
196,2025-01-01_1,1/1/2025,1,19,82.6,4.35
259,2025-01-17_1,1/17/2025,1,19,82.6,4.35
299,2025-01-27_1,1/27/2025,1,19,82.6,4.35
307,2025-01-29_1,1/29/2025,1,19,82.6,4.35
331,2025-02-04_1,2/4/2025,1,19,82.6,4.35
507,2025-03-20_1,3/20/2025,1,19,82.6,4.35
536,2025-03-28_1,3/28/2025,1,19,82.6,4.35
634,2025-04-23_1,4/23/2025,1,19,82.6,4.35
663,2025-05-01_1,5/1/2025,1,19,82.6,4.35
709,2025-05-15_1,5/15/2025,1,19,82.6,4.35
853,2025-06-20_1,6/20/2025,1,19,82.6,4.35
1317,2025-09-23_1,9/23/2025,1,19,82.6,4.35
1324,2025-09-24_1,9/24/2025,1,19,82.6,4.35
1558,2025-11-08_1,11/8/2025,1,19,82.6,4.35
1099,2025-08-08_2,8/8/2025,2,19,114.6,6.03
176,2024-12-26_4,12/26/2024,4,19,121.5,6.39
494,2025-03-16_4,3/16/2025,4,19,121.5,6.39
774,2025-05-31_4,5/31/2025,4,19,121.5,6.39
856,2025-06-20_4,6/20/2025,4,19,121.5,6.39
883,2025-06-26_4,6/26/2025,4,19,121.5,6.39
19,2024-11-16_5,11/16/2024,5,19,82.6,4.35
27,2024-11-18_5,11/18/2024,5,19,82.6,4.35
59,2024-11-26_5,11/26/2024,5,19,82.6,4.35
263,2025-01-17_5,1/17/2025,5,19,82.6,4.35
479,2025-03-12_5,3/12/2025,5,19,82.6,4.35
487,2025-03-14_5,3/14/2025,5,19,82.6,4.35
692,2025-05-09_5,5/9/2025,5,19,82.6,4.35
699,2025-05-11_5,5/11/2025,5,19,82.6,4.35
705,2025-05-13_5,5/13/2025,5,19,82.6,4.35
753,2025-05-25_5,5/25/2025,5,19,82.6,4.35
815,2025-06-10_5,6/10/2025,5,19,82.6,4.35
848,2025-06-18_5,6/18/2025,5,19,82.6,4.35
1113,2025-08-11_5,8/11/2025,5,19,82.6,4.35
1141,2025-08-17_5,8/17/2025,5,19,82.6,4.35
1178,2025-08-25_5,8/25/2025,5,19,82.6,4.35
1291,2025-09-17_5,9/17/2025,5,19,82.6,4.35
1352,2025-09-29_5,9/29/2025,5,19,82.6,4.35
1479,2025-10-23_5,10/23/2025,5,19,82.6,4.35
1537,2025-11-04_5,11/4/2025,5,19,82.6,4.35
1546,2025-11-05_8,11/5/2025,8,19,116,6.11
15,2024-11-16_1,11/16/2024,1,20,82.6,4.13
48,2024-11-24_1,11/24/2024,1,20,82.6,4.13
72,2024-11-30_1,11/30/2024,1,20,82.6,4.13
166,2024-12-24_1,12/24/2024,1,20,82.6,4.13
355,2025-02-10_1,2/10/2025,1,20,82.6,4.13
419,2025-02-26_1,2/26/2025,1,20,82.6,4.13
476,2025-03-12_1,3/12/2025,1,20,82.6,4.13
491,2025-03-16_1,3/16/2025,1,20,82.6,4.13
515,2025-03-22_1,3/22/2025,1,20,82.6,4.13
551,2025-04-01_1,4/1/2025,1,20,82.6,4.13
578,2025-04-09_1,4/9/2025,1,20,82.6,4.13
603,2025-04-15_1,4/15/2025,1,20,82.6,4.13
610,2025-04-17_1,4/17/2025,1,20,82.6,4.13
626,2025-04-21_1,4/21/2025,1,20,82.6,4.13
742,2025-05-23_1,5/23/2025,1,20,82.6,4.13
786,2025-06-04_1,6/4/2025,1,20,82.6,4.13
794,2025-06-06_1,6/6/2025,1,20,82.6,4.13
869,2025-06-24_1,6/24/2025,1,20,82.6,4.13
888,2025-06-28_1,6/28/2025,1,20,82.6,4.13
906,2025-07-02_1,7/2/2025,1,20,82.6,4.13
925,2025-07-06_1,7/6/2025,1,20,82.6,4.13
933,2025-07-07_1,7/7/2025,1,20,82.6,4.13
1482,2025-10-24_1,10/24/2025,1,20,82.6,4.13
1547,2025-11-06_1,11/6/2025,1,20,82.6,4.13
1564,2025-11-10_1,11/10/2025,1,20,82.6,4.13
105,2024-12-08_4,12/8/2024,4,20,121.5,6.08
223,2025-01-07_4,1/7/2025,4,20,121.5,6.08
239,2025-01-11_4,1/11/2025,4,20,121.5,6.08
342,2025-02-06_4,2/6/2025,4,20,121.5,6.08
382,2025-02-16_4,2/16/2025,4,20,121.5,6.08
430,2025-02-28_4,2/28/2025,4,20,121.5,6.08
446,2025-03-04_4,3/4/2025,4,20,121.5,6.08
454,2025-03-06_4,3/6/2025,4,20,121.5,6.08
518,2025-03-22_4,3/22/2025,4,20,121.5,6.08
745,2025-05-23_4,5/23/2025,4,20,121.5,6.08
789,2025-06-04_4,6/4/2025,4,20,121.5,6.08
891,2025-06-28_4,6/28/2025,4,20,121.5,6.08
911,2025-07-02_4,7/2/2025,4,20,121.5,6.08
928,2025-07-06_4,7/6/2025,4,20,121.5,6.08
36,2024-11-20_5,11/20/2024,5,20,82.6,4.13
106,2024-12-08_5,12/8/2024,5,20,82.6,4.13
113,2024-12-10_5,12/10/2024,5,20,82.6,4.13
129,2024-12-14_5,12/14/2024,5,20,82.6,4.13
192,2024-12-30_5,12/30/2024,5,20,82.6,4.13
240,2025-01-11_5,1/11/2025,5,20,82.6,4.13
279,2025-01-21_5,1/21/2025,5,20,82.6,4.13
287,2025-01-23_5,1/23/2025,5,20,82.6,4.13
295,2025-01-25_5,1/25/2025,5,20,82.6,4.13
311,2025-01-29_5,1/29/2025,5,20,82.6,4.13
423,2025-02-26_5,2/26/2025,5,20,82.6,4.13
447,2025-03-04_5,3/4/2025,5,20,82.6,4.13
455,2025-03-06_5,3/6/2025,5,20,82.6,4.13
471,2025-03-10_5,3/10/2025,5,20,82.6,4.13
511,2025-03-20_5,3/20/2025,5,20,82.6,4.13
532,2025-03-26_5,3/26/2025,5,20,82.6,4.13
574,2025-04-07_5,4/7/2025,5,20,82.6,4.13
582,2025-04-09_5,4/9/2025,5,20,82.6,4.13
606,2025-04-15_5,4/15/2025,5,20,82.6,4.13
614,2025-04-17_5,4/17/2025,5,20,82.6,4.13
630,2025-04-21_5,4/21/2025,5,20,82.6,4.13
653,2025-04-27_5,4/27/2025,5,20,82.6,4.13
673,2025-05-03_5,5/3/2025,5,20,82.6,4.13
729,2025-05-19_5,5/19/2025,5,20,82.6,4.13
